,client_code,2018-12-31T00:00:00.000000000,2019-01-31T00:00:00.000000000,2019-02-28T00:00:00.000000000,2019-03-31T00:00:00.000000000,2019-04-30T00:00:00.000000000,2019-05-31T00:00:00.000000000,2019-06-30T00:00:00.000000000,2019-07-31T00:00:00.000000000,2019-08-31T00:00:00.000000000,2019-09-01T00:00:00.000000000,2019-10-01T00:00:00.000000000,2019-11-01T00:00:00.000000000,2019-12-01T00:00:00.000000000,2020-01-01T00:00:00.000000000
143,C117133,0,0,0,0,0,HEALTH,HEALTH,HEALTH,HEALTH,HEALTH,HEALTH,0,0,0
144,C116758,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,C117104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,C112152,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1
147,C120474,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
148,C119293,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0
149,C115635,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,C103982,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,C106962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,C148467,,,,,,,,,0,0,0,0,0,0
153,C146113,,,,,,0,0,0,0,0,-1,-1,-1,-1
154,C146141,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
155,C117848,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
156,C111352,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,HEALTH,-1
157,C102625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,C110243,0,0,RETIREMENT,-1,RETIREMENT,RETIREMENT,-1,RETIREMENT,0,0,0,-1,0,-1
159,C148413,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1
160,C144131,,,,,0,0,0,0,0,0,0,0,0,0
161,C113559,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,C115512,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,C100991,HEALTH,HEALTH,HEALTH,HEALTH,HEALTH,HEALTH,HEALTH,HEALTH,HEALTH,HEALTH,HEALTH,HEALTH,HEALTH,0
164,C105838,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,C145575,-1,-1,-1,0,,,,,,,,,,
166,C100446,INVESTMENT,0,0,0,0,0,0,0,0,0,0,0,0,0
167,C105430,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
168,C116604,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
169,C113527,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,C106414,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0
171,C115215,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
172,C112608,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,C104066,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,C101175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,C100464,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
176,C118433,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,C116018,0,0,0,0,RETIREMENT,RETIREMENT,RETIREMENT,RETIREMENT,RETIREMENT,RETIREMENT,0,0,0,0
178,C109731,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,C100109,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
180,C104417,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1
181,C110257,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,C116903,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,C115991,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,C116206,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
185,C110175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,C119579,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
187,C149205,,,,,,,,,,,0,0,0,0
188,C104924,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,C119588,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1
190,C111124,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,0,-1,0
191,C100980,0,0,0,0,0,0,0,HEALTH,HEALTH,HEALTH,HEALTH,HEALTH,HEALTH,0
192,C115841,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
193,C115183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,C103290,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,C107835,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,C102095,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
197,C109065,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
198,C100906,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
199,C112799,HEALTH,HEALTH,HEALTH,HEALTH,HEALTH,0,-1,-1,-1,-1,-1,-1,0,0
200,C104341,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,C149022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
202,C144900,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0
203,C148547,,,,,,,,,0,0,0,-1,-1,-1
204,C147330,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1
205,C143954,,,,,0,0,0,0,0,0,0,0,0,0
206,C147768,,,,,,,,0,0,0,0,0,0,0
207,C144662,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
208,C145544,HEALTH,-1,-1,-1,-1,HEALTH,0,0,0,0,0,0,0,0
209,C111583,,,,0,0,0,0,0,0,0,0,0,0,0
210,C149652,,,,,,,,,,,0,0,0,0
211,C119194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,C146275,,,,,,0,0,0,0,0,0,0,0,0
213,C106787,0,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,0
214,C120738,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0
215,C105705,0,-1,0,0,-1,-1,-1,0,0,0,-1,0,0,0
216,C108068,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,C114962,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
218,C103410,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
219,C119350,0,0,0,0,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,0,0,0,0
220,C148116,,,,,,,,0,0,0,0,0,0,0
221,C144905,HEALTH,HEALTH,0,-1,0,0,0,0,-1,0,0,0,0,-1
222,C118739,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,C111632,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
224,C100081,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,C107924,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,C146811,,,,,,,0,0,0,0,0,0,0,0
227,C104772,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,C108511,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,C102886,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,C120907,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,C103237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,C102725,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,C146429,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
234,C118517,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,C101352,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,C113555,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
237,C120013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,C114195,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0
239,C110340,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
240,C110800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,C120378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,C101598,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,C106995,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
244,C108228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,C118437,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,C153576,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
247,C110204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,C112260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,C114721,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0
250,C143386,,,0,0,0,0,0,0,0,0,0,0,0,0
251,C116684,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
252,C145648,,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,0,0,0,0,0,0,0,0,0
253,C120789,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
254,C115257,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
255,C111024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,C104657,-1,-1,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1
257,C106072,0,0,-1,0,-1,-1,0,0,0,0,0,-1,-1,0
258,C106119,HEALTH,HEALTH,HEALTH,HEALTH,HEALTH,0,0,0,0,0,0,0,0,0
259,C145379,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
260,C109524,-1,-1,-1,-1,0,0,-1,0,0,-1,0,0,-1,-1
261,C101770,-1,-1,0,-1,0,0,-1,0,-1,-1,-1,-1,-1,0
262,C118634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,C105052,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,C106077,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,C110241,0,0,0,0,0,-1,-1,RETIREMENT,RETIREMENT,-1,-1,RETIREMENT,0,-1
266,C114929,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,C109153,HEALTH,HEALTH,HEALTH,0,0,0,0,0,0,0,0,0,0,0
268,C102316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,C100522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,C101047,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0
271,C100449,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,C119393,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
273,C120816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,C148808,,,,,,,,,0,0,0,0,0,0
275,C116927,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
276,C113198,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
277,C115122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,C109771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,C146187,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
280,C104966,-1,-1,0,0,-1,-1,-1,0,0,0,-1,0,0,0
281,C111388,0,0,0,0,HEALTH,HEALTH,HEALTH,HEALTH,HEALTH,HEALTH,0,0,0,-1
282,C102206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,C107641,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,C111807,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,C117958,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,C146046,,,,,,0,0,0,0,0,-1,-1,-1,-1
287,C106089,0,HEALTH,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
288,C111449,0,0,0,-1,0,0,0,-1,0,0,-1,0,-1,0
289,C145719,,,,,,0,0,0,0,0,0,0,0,0
290,C151122,,,,,,,,,,,,,0,0
291,C108908,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,C150219,,,,,,,,,,,,0,0,0
293,C116443,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,C107858,-1,0,0,0,-1,0,-1,-1,-1,-1,0,0,0,0
295,C113068,0,0,0,0,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,0,0,0,0
296,C100323,,0,0,0,0,0,0,0,0,0,0,0,0,0
297,C101614,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,C147291,,,,,,,0,0,0,0,0,0,0,0
299,C110706,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,C103308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,C104744,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,C119899,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
303,C116535,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
304,C100814,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
305,C116412,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
306,C106986,0,0,0,0,0,,,,,,,,,
307,C120574,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
308,C108612,0,0,0,0,0,0,HEALTH,HEALTH,HEALTH,HEALTH,HEALTH,HEALTH,0,0
309,C149600,,,,,,,,,,,0,0,0,0
310,C144437,-1,-1,-1,0,0,0,-1,-1,-1,0,0,0,0,0
311,C145414,0,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0
312,C152699,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
313,C108699,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0
314,C101338,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
315,C106189,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,C104076,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
317,C148209,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0
318,C105979,0,0,-1,-1,0,0,0,-1,0,-1,-1,-1,-1,-1
319,C103331,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,C112248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,C119402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,C112726,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
323,C100461,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
324,C145444,-1,-1,-1,INVESTMENT,INVESTMENT,INVESTMENT,-1,0,-1,-1,-1,-1,-1,-1
325,C146367,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,-1,-1
326,C108073,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,C111698,-1,-1,-1,-1,0,0,0,-1,0,-1,0,-1,0,-1
328,C103942,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0
329,C103855,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1
330,C118567,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,C118539,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,C109530,0,0,-1,-1,0,0,0,0,-1,-1,0,0,-1,0
333,C145538,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1
334,C117541,0,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,0,0
335,C103314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,C152033,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
337,C145198,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1
338,C145058,,,,0,0,0,0,0,-1,-1,-1,-1,-1,-1
339,C114442,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,C104429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,C106012,0,-1,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,0
342,C113680,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
343,C104623,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,C114667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,C144991,HEALTH,HEALTH,0,0,-1,0,0,0,0,0,-1,0,0,0
346,C151365,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0
347,C153584,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
348,C119685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,C110178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
